A 1262563200 2010 01 04 3138 3130 3113 3163 381550000 A, Agilent Technologies Inc, Santa Clara California
AME 1262649600 2010 01 05 3865 3843 3837 3873 71410000 AME, AMETEK Inc, Berwyn Pennsylvania
AMG 1262649600 2010 01 05 6877 6943 6826 6950 32460000 AMG, Affiliated Managers Group Inc, Beverly Massachusetts
AMGN 1262649600 2010 01 05 5733 5722 5627 5768 788280000 AMGN, Amgen Inc, Thousand Oaks California
AMP 1262649600 2010 01 05 3977 4081 3972 4081 278220000 AMP, Ameriprise Financial, Minneapolis Minnesota
AMT 1262649600 2010 01 05 4350 4418 4340 4425 257580000 AMT, American Tower Corp A, Boston Massachusetts
AMZN 1262649600 2010 01 05 13342 13469 13180 13547 885190000 AMZN, Amazon.com Inc, Seattle Washington
AN 1262649600 2010 01 05 1918 1957 1901 1968 253220000 AN, AutoNation Inc, Fort Lauderdale Florida
ANTM 1262649600 2010 01 05 6059 6040 6016 6125 838550000 ANTM, Anthem Inc., Indianapolis Indiana
AON 1262649600 2010 01 05 3772 3770 3750 3784 498610000 AON, Aon plc, London United Kingdom
APA 1262649600 2010 01 05 10598 10712 10523 10716 246450000 APA, Apache Corporation, Houston Texas
APC 1262649600 2010 01 05 6516 6655 6473 6680 408750000 APC, Anadarko Petroleum Corp, The Woodlands Texas
APD 1262649600 2010 01 05 8290 8247 8189 8316 79010000 APD, Air Products & Chemicals Inc, Allentown Pennsylvania
APH 1262649600 2010 01 05 4586 4498 4484 4609 270540000 APH, Amphenol Corp, Wallingford Connecticut
ARNC 1262649600 2010 01 05 1683 1613 1603 1685 2220100000 ARNC, Arconic Inc, New York New York
ATVI 1262649600 2010 01 05 1124 1132 1121 1136 1136610000 ATVI, Activision Blizzard, Santa Monica California
AVB 1262649600 2010 01 05 8122 8058 7976 8141 134100000 AVB, AvalonBay Communities, Residential REITsArlington
AVGO 1262649600 2010 01 05 1895 1900 1810 1923 30110000 AVGO, Broadcom, San Jose California
AVY 1262649600 2010 01 05 3845 3709 3633 3847 270880000 AVY, Avery Dennison Corp, Glendale California
AWK 1262649600 2010 01 05 2267 2287 2259 2291 184360000 AWK, American Water Works Company Inc, Voorhees New Jersey
AXP 1262649600 2010 01 05 4083 4083 4036 4123 1064120000 AXP, American Express Co, New York New York
AYI 1262649600 2010 01 05 3586 3633 3583 3650 70000000 AYI, Acuity Brands Inc, Atlanta Georgia
AZO 1262649600 2010 01 05 15864 15671 15232 15864 122470000 AZO, AutoZone Inc, Memphis Tennessee
BA 1262649600 2010 01 05 5625 5802 5600 5827 886780000 BA, Boeing Company, Chicago Illinois
BAC 1262649600 2010 01 05 1574 1620 1570 1620 20952130000 BAC, Bank of America Corp, Charlotte North Carolina
BAX 1262649600 2010 01 05 5830 5788 5770 5830 599370000 BAX, Baxter International Inc., Deerfield Illinois
BBBY 1262649600 2010 01 05 3907 3866 3840 3911 440660000 BBBY, Bed Bath & Beyond, Union New Jersey
BBT 1262649600 2010 01 05 2570 2618 2559 2621 702340000 BBT, BB&T Corporation, Winston-Salem North Carolina
BBY 1262649600 2010 01 05 4054 4120 4050 4150 697920000 BBY, Best Buy Co. Inc., Richfield Minnesota
BCR 1262649600 2010 01 05 7850 7934 7845 7941 109360000 BCR, Bard (C.R.) Inc., Murray Hill New Jersey
BDX 1262649600 2010 01 05 7840 7787 7776 7872 112220000 BDX, Becton Dickinson, Franklin Lakes New Jersey
BEN 1262649600 2010 01 05 10761 10883 10739 10900 327660000 BEN, Franklin Resources, San Mateo California
BHI 1262649600 2010 01 05 4143 4366 4124 4382 1066340000 BHI, Baker Hughes Inc, Houston Texas
BIIB 1262649600 2010 01 05 5472 5338 5300 5500 489940000 BIIB, BIOGEN IDEC Inc., Weston Massachusetts
BK 1262649600 2010 01 05 2795 2859 2775 2863 718930000 BK, The Bank of New York Mellon Corp., New York New York
BLK 1262649600 2010 01 05 23905 23961 23675 23966 19880000 BLK, BlackRock, New York New York
BLL 1262649600 2010 01 05 5233 5190 5175 5238 152680000 BLL, Ball Corp, Broomfield Colorado
BMY 1262649600 2010 01 05 2551 2523 2501 2554 1697360000 BMY, Bristol-Myers Squibb, New York New York
BSX 1262649600 2010 01 05 899 903 894 910 859420000 BSX, Boston Scientific, Marlborough Massachusetts[4]
BWA 1262649600 2010 01 05 3377 3538 3372 3554 265400000 BWA, BorgWarner, Auburn Hills Michigan
BXP 1262649600 2010 01 05 6723 6812 6644 6819 217370000 BXP, Boston Properties, Boston Massachusetts
C 1262649600 2010 01 05 342 353 341 355 6686170000 C, Citigroup Inc., New York New York
CA 1262649600 2010 01 05 2267 2291 2261 2309 343740000 CA, CA, Systems SoftwareIslandia
CAG 1262649600 2010 01 05 2312 2320 2295 2355 551710000 CAG, ConAgra Foods Inc., Omaha Nebraska
CAH 1262649600 2010 01 05 3241 3224 3215 3259 302370000 CAH, Cardinal Health Inc., Dublin Ohio
CAT 1262649600 2010 01 05 5854 5925 5823 5943 569720000 CAT, Caterpillar Inc., Peoria Illinois
CB 1262649600 2010 01 05 4861 4816 4768 4906 928040000 CB, Chubb Limited, Zurich Switzerland
CBG 1262649600 2010 01 05 1393 1415 1370 1415 451040000 CBG, CBRE Group, Los Angeles California
CBS 1262649600 2010 01 05 1418 1418 1405 1438 544100000 CBS, CBS Corp., New York New York
CCI 1262649600 2010 01 05 3975 3999 3963 4049 211600000 CCI, Crown Castle International Corp., Houston Texas
CCL 1262649600 2010 01 05 3227 3236 3220 3254 319990000 CCL, Carnival Corp.,  Resorts & Cruise LinesMiami
CELG 1262649600 2010 01 05 5550 5509 5459 5573 670580000 CELG, Celgene Corp., Summit New Jersey
CERN 1262649600 2010 01 05 8541 8925 8500 8937 732440000 CERN, Cerner, North Kansas City Missouri
CF 1262649600 2010 01 05 9220 9333 9215 9434 666250000 CF, CF Industries Holdings Inc, Deerfield Illinois
CHD 1262649600 2010 01 05 6120 6050 6004 6170 193600000 CHD, Church & Dwight, Ewing New Jersey
CHK 1262649600 2010 01 05 2830 2897 2820 2912 2869260000 CHK, Chesapeake Energy, Oklahoma City Oklahoma
CHRW 1262649600 2010 01 05 5918 5811 5738 5949 235270000 CHRW, C. H. Robinson Worldwide, Eden Prairie Minnesota
CHTR 1262649600 2010 01 05 3500 3500 3500 3500 1000000 CHTR, Charter Communications, Stamford Connecticut
CI 1262649600 2010 01 05 3641 3697 3599 3750 456430000 CI, CIGNA Corp., Philadelphia Pennsylvania
CINF 1262649600 2010 01 05 2643 2651 2629 2654 141280000 CINF, Cincinnati Financial, Fairfield Ohio
CL 1262649600 2010 01 05 8261 8351 8195 8366 529680000 CL, Colgate-Palmolive, New York New York
CLX 1262649600 2010 01 05 6127 6209 6073 6279 338690000 CLX, The Clorox Company, Oakland California
CMA 1262649600 2010 01 05 3041 3061 3020 3073 133670000 CMA, Comerica Inc., Dallas Texas
CMCSA 1262649600 2010 01 05 1693 1673 1654 1698 1774650000 CMCSA, Comcast A Corp, Philadelphia Pennsylvania
CME 1262649600 2010 01 05 34042 34213 33793 34428 283500000 CME, CME Group Inc., Chicago Illinois
CMG 1262649600 2010 01 05 8751 8901 8711 9000 51100000 CMG, Chipotle Mexican Grill, Denver Colorado
CMI 1262649600 2010 01 05 4725 4804 4695 4818 159230000 CMI, Cummins Inc., Columbus Indiana
CMS 1262649600 2010 01 05 1589 1574 1564 1589 428860000 CMS, CMS Energy, Jackson Michigan
CNC 1262649600 2010 01 05 2174 2101 2099 2179 84880000 CNC, Centene Corporation, St Louis Missouri
CNP 1262649600 2010 01 05 1456 1441 1429 1461 422710000 CNP, CenterPoint Energy, Houston Texas
COF 1262649600 2010 01 05 3963 4059 3961 4063 802940000 COF, Capital One Financial, Tysons Corner Virginia
COG 1262649600 2010 01 05 4541 4616 4484 4625 631320000 COG, Cabot Oil & Gas, Houston Texas
COH 1262649600 2010 01 05 3634 3675 3588 3727 322340000 COH, Coach Inc.,  Accessories & Luxury GoodsNew York
COL 1262649600 2010 01 05 5607 5636 5595 5663 51520000 COL, Rockwell Collins, Cedar Rapids Iowa
COO 1262649600 2010 01 05 3752 3818 3747 3820 31090000 COO, The Cooper Companies, Pleasanton California
COP 1262649600 2010 01 05 5264 5262 5220 5276 1008450000 COP, ConocoPhillips, Houston Texas
COST 1262649600 2010 01 05 5925 5923 5884 5941 277580000 COST, Costco Co., Issaquah Washington
CPB 1262649600 2010 01 05 3391 3393 3359 3416 249710000 CPB, Campbell Soup, Camden New Jersey
CRM 1262649600 2010 01 05 7444 7450 7280 7500 794240000 CRM, Salesforce.com, San Francisco California
CSCO 1262649600 2010 01 05 2460 2458 2437 2473 4512450000 CSCO, Cisco Systems, San Jose California
CSX 1262649600 2010 01 05 4897 5015 4881 5025 1197120000 CSX, CSX Corp., Jacksonville Florida
CTAS 1262649600 2010 01 05 2630 2635 2613 2637 145560000 CTAS, Cintas Corporation, Mason Ohio
CTL 1262649600 2010 01 05 3675 3672 3668 3699 345010000 CTL, CenturyLink Inc, Monroe Louisiana
CTSH 1262649600 2010 01 05 4682 4733 4627 4765 899340000 CTSH, Cognizant Technology Solutions, Teaneck New Jersey
CTXS 1262649600 2010 01 05 4277 4286 4245 4291 214970000 CTXS, Citrix Systems, Fort Lauderdale Florida
CVS 1262649600 2010 01 05 3293 3284 3265 3302 751200000 CVS, CVS Health, Woonsocket Rhode Island
CVX 1262649600 2010 01 05 7922 7962 7872 7962 1059370000 CVX, Chevron Corp., San Ramon California
CXO 1262649600 2010 01 05 4591 4573 4466 4666 120070000 CXO, Concho Resources, Midland Texas
D 1262649600 2010 01 05 3886 3847 3808 3902 280220000 D, Dominion Resources, Richmond Virginia
DAL 1262649600 2010 01 05 1132 1210 1129 1234 2506600000 DAL, Delta Air Lines, Atlanta Georgia
DD 1262649600 2010 01 05 3434 3392 3354 3444 920610000 DD, Du Pont (E.I.), Wilmington Delaware
DE 1262649600 2010 01 05 5618 5584 5559 5656 300740000 DE, Deere & Co., Moline Illinois
DFS 1262649600 2010 01 05 1480 1510 1465 1516 776640000 DFS, Discover Financial Services, Riverwoods Illinois
DG 1262649600 2010 01 05 2300 2326 2295 2326 28360000 DG, Dollar General, Goodlettsville Tennessee
DGX 1262649600 2010 01 05 6093 5979 5925 6104 153520000 DGX, Quest Diagnostics, Madison New Jersey
DHI 1262649600 2010 01 05 1113 1156 1095 1159 1025450000 DHI, D. R. Horton, Fort Worth Texas
DHR 1262649600 2010 01 05 7500 7505 7429 7511 450220000 DHR, Danaher Corp., Washington D.C.
DIS 1262649600 2010 01 05 3207 3199 3170 3215 1030770000 DIS, The Walt Disney Company, Burbank California
DISCA 1262649600 2010 01 05 3111 3222 3100 3235 319300000 DISCA, Discovery Communications-A, Silver Spring Maryland
DISCK 1262649600 2010 01 05 2668 2796 2668 2804 85740000 DISCK, Discovery Communications-C, Silver Spring Maryland
DLR 1262649600 2010 01 05 5002 5048 4952 5054 84150000 DLR, Digital Realty Trust, San Francisco California
DLTR 1262649600 2010 01 05 4804 4756 4698 4814 345660000 DLTR, Dollar Tree, Chesapeake Virginia
DNB 1262649600 2010 01 05 8316 8329 8269 8341 41350000 DNB, Dun & Bradstreet, Short Hills New Jersey
DOV 1262649600 2010 01 05 4225 4216 4195 4231 102760000 DOV, Dover Corp., Downers Grove Illinois
DOW 1262649600 2010 01 05 2900 3048 2900 3053 1878380000 DOW, Dow Chemical, Midland Michigan
DPS 1262649600 2010 01 05 2895 2876 2865 2917 95710000 DPS, Dr Pepper Snapple Group, Plano Texas
DRI 1262649600 2010 01 05 3506 3484 3420 3507 273520000 DRI, Darden Restaurants, Orlando Florida
DTE 1262649600 2010 01 05 4341 4304 4274 4379 212720000 DTE, DTE Energy Co., Detroit Michigan
DUK 1262649600 2010 01 05 1700 1668 1662 1700 387230000 DUK, Duke Energy, Charlotte North Carolina
DVA 1262649600 2010 01 05 6009 5941 5923 6029 154100000 DVA, DaVita Inc., Denver Colorado
DVN 1262649600 2010 01 05 7672 7665 7587 7673 371140000 DVN, Devon Energy Corp., Oklahoma City Oklahoma
EA 1262649600 2010 01 05 1830 1866 1823 1887 663250000 EA, Electronic Arts, Redwood City California
EBAY 1262649600 2010 01 05 2379 2365 2350 2390 2668310000 EBAY, eBay Inc., San Jose California
ECL 1262649600 2010 01 05 4511 4456 4431 4513 109840000 ECL, Ecolab Inc., St. Paul Minnesota
ED 1262649600 2010 01 05 4549 4479 4450 4563 285600000 ED, Consolidated Edison, New York New York
EFX 1262649600 2010 01 05 3142 3145 3104 3149 94880000 EFX, Equifax Inc., Atlanta Georgia
EIX 1262649600 2010 01 05 3468 3445 3436 3493 248510000 EIX, Edison Int'l, Rosemead California
EL 1262649600 2010 01 05 4838 4834 4765 4849 324600000 EL, Estee Lauder Cos., New York New York
EMN 1262649600 2010 01 05 6186 6095 6036 6209 226980000 EMN, Eastman Chemical, Kingsport Tennessee
EMR 1262649600 2010 01 05 4338 4341 4307 4343 270750000 EMR, Emerson Electric Company, Ferguson Missouri
ENDP 1262649600 2010 01 05 2108 2087 2049 2129 234480000 ENDP, Endo International, Dublin Ireland
EOG 1262649600 2010 01 05 9901 9915 9779 10000 445000000 EOG, EOG Resources, Houston Texas
EQIX 1262649600 2010 01 05 10958 10854 10837 10958 68190000 EQIX, Equinix, Redwood City California
EQR 1262649600 2010 01 05 3332 3327 3290 3349 454540000 EQR, Equity Residential, Chicago Illinois
EQT 1262649600 2010 01 05 4486 4509 4461 4511 76230000 EQT, EQT Corporation, Pittsburgh Pennsylvania
ES 1262649600 2010 01 05 2591 2568 2550 2591 201420000 ES, Eversource Energy, Springfield Massachusetts
ESRX 1262649600 2010 01 05 8820 8691 8650 8858 436420000 ESRX, Express Scripts, Cool Valley Missouri
ESS 1262649600 2010 01 05 8272 8312 8129 8325 54230000 ESS, Essex Property Trust, Residential REITsPalo Alto
ETFC 1262649600 2010 01 05 184 180 176 185 573480000 ETFC, E*Trade, New York New York
ETN 1262649600 2010 01 05 6444 6393 6323 6444 294660000 ETN, Eaton Corporation, Dublin Ireland
ETR 1262649600 2010 01 05 8227 8083 8036 8230 115710000 ETR, Entergy Corp., New Orleans Louisiana
EW 1262649600 2010 01 05 8719 8809 8715 8809 92920000 EW, Edwards Lifesciences, Irvine California
EXC 1262649600 2010 01 05 4893 4808 4768 4893 522240000 EXC, Exelon Corp., Chicago Illinois
EXPD 1262649600 2010 01 05 3499 3532 3486 3534 139350000 EXPD, Expeditors Int'l, Seattle Washington
EXPE 1262649600 2010 01 05 2575 2593 2533 2603 243180000 EXPE, Expedia Inc., Bellevue Washington
EXR 1262649600 2010 01 05 1193 1181 1169 1195 64260000 EXR, Extra Space Storage, Salt Lake City UT
F 1262649600 2010 01 05 1045 1096 1040 1124 21562020000 F, Ford Motor, Dearborn Michigan
FAST 1262649600 2010 01 05 4191 4290 4175 4295 289880000 FAST, Fastenal Co, Winona Minnesota
FCX 1262649600 2010 01 05 8351 8395 8312 8450 1731300000 FCX, Freeport-McMoran Cp & Gld, Phoenix Arizona
FDX 1262649600 2010 01 05 8344 8454 8263 8458 249330000 FDX, FedEx Corporation, Memphis Tennessee
FE 1262649600 2010 01 05 4665 4625 4566 4684 292210000 FE, FirstEnergy Corp, Akron Ohio
FFIV 1262649600 2010 01 05 5327 5252 5157 5349 214340000 FFIV, F5 Networks, Seattle Washington
FIS 1262649600 2010 01 05 2399 2484 2393 2487 486880000 FIS, Fidelity National Information Services, Jacksonville Florida
FISV 1262649600 2010 01 05 4925 4963 4915 4965 267400000 FISV, Fiserv Inc, Brookfield Wisconsin
FITB 1262649600 2010 01 05 996 1039 993 1040 1270070000 FITB, Fifth Third Bancorp, Cincinnati Ohio
FL 1262649600 2010 01 05 1110 1147 1110 1153 291430000 FL, Foot Locker Inc, New York New York
FLIR 1262649600 2010 01 05 3268 3272 3238 3281 141410000 FLIR, FLIR Systems, Wilsonville Oregon
FLR 1262649600 2010 01 05 4602 4598 4561 4641 298120000 FLR, Fluor Corp., Irving Texas
FLS 1262649600 2010 01 05 9709 9809 9660 9897 236310000 FLS, Flowserve Corporation, Irving Texas
FMC 1262649600 2010 01 05 5690 5663 5609 5699 106400000 FMC, FMC Corporation, Philadelphia Pennsylvania
FOX 1262649600 2010 01 05 1619 1623 1605 1628 267200000 FOX, Twenty-First Century Fox Class B, New York New York
FOXA 1262649600 2010 01 05 1382 1397 1376 1399 2219590000 FOXA, Twenty-First Century Fox Class A, New York New York
FRT 1262649600 2010 01 05 6656 6694 6548 6702 77880000 FRT, Federal Realty Investment Trust, Rockville Maryland
FSLR 1262649600 2010 01 05 13542 13739 13510 14060 252090000 FSLR, First Solar Inc, Tempe Arizona
FTI 1262649600 2010 01 05 5922 6025 5911 6054 220660000 FTI, FMC Technologies Inc., Houston Texas
FTR 1262649600 2010 01 05 796 791 786 802 327290000 FTR, Frontier Communications, Stamford Connecticut
GD 1262649600 2010 01 05 6929 6930 6880 6977 153540000 GD, General Dynamics, Falls Church Virginia
GE 1262649600 2010 01 05 1546 1553 1545 1567 6455060000 GE, General Electric, Fairfield Connecticut
GGP 1262649600 2010 01 05 1156 1215 1156 1220 231500000 GGP, General Growth Properties Inc., Chicago Illinois
GILD 1262649600 2010 01 05 4336 4325 4270 4341 2078820000 GILD, Gilead Sciences, Foster City California
GIS 1262649600 2010 01 05 7116 7023 6961 7118 743920000 GIS, General Mills, Golden Valley Minnesota
GLW 1262649600 2010 01 05 1985 1962 1946 2005 1806090000 GLW, Corning Inc., Corning New York
GOOG 1262649600 2010 01 05 62718 62399 62154 62784 603190000 GOOG, Alphabet Inc Class C, Mountain View California
GOOGL 1262649600 2010 01 05 62718 62399 62154 62783 600330000 GOOGL, Alphabet Inc Class A, Mountain View California
GPC 1262649600 2010 01 05 3795 3809 3754 3815 94280000 GPC, Genuine Parts, Atlanta Georgia
GPN 1262649600 2010 01 05 5250 5256 5216 5277 128860000 GPN, Global Payments Inc, Atlanta Georgia
GPS 1262649600 2010 01 05 2060 2079 2046 2105 1829710000 GPS, Gap (The), San Francisco California
GRMN 1262649600 2010 01 05 3215 3225 3174 3263 171930000 GRMN, Garmin Ltd., Schaffhausen Switzerland
GS 1262649600 2010 01 05 17300 17613 17257 17625 1165940000 GS, Goldman Sachs Group, New York New York
GT 1262649600 2010 01 05 1477 1575 1477 1588 688300000 GT, Goodyear Tire & Rubber, Akron Ohio
GWW 1262649600 2010 01 05 9695 9727 9613 9748 59450000 GWW, Grainger (W.W.) Inc., Lake Forest Illinois
HAL 1262649600 2010 01 05 3128 3165 3099 3183 1898970000 HAL, Halliburton Co., Houston Texas
HAR 1262649600 2010 01 05 3590 3722 3584 3729 82260000 HAR, Harman Int'l Industries, Stamford Connecticut
HAS 1262649600 2010 01 05 3263 3218 3185 3263 164690000 HAS, Hasbro Inc., Pawtucket Rhode Island
HBAN 1262649600 2010 01 05 368 376 365 377 2122660000 HBAN, Huntington Bancshares, Columbus Ohio
HBI 1262649600 2010 01 05 2471 2478 2451 2507 230040000 HBI, Hanesbrands Inc,  Accessories & Luxury GoodsWinston-Salem
HCN 1262649600 2010 01 05 4427 4466 4386 4474 117330000 HCN, Welltower Inc., Toledo Ohio
HCP 1262649600 2010 01 05 3017 2999 2952 3031 418060000 HCP, HCP Inc., Long Beach California
HD 1262649600 2010 01 05 2873 2887 2829 2899 1559430000 HD, Home Depot, Atlanta Georgia
HES 1262649600 2010 01 05 6359 6354 6313 6422 319580000 HES, Hess Corporation, New York New York
HIG 1262649600 2010 01 05 2373 2569 2367 2575 1242400000 HIG, Hartford Financial Svc.Gp., Hartford Connecticut
HOG 1262649600 2010 01 05 2537 2565 2524 2591 280540000 HOG, Harley-Davidson, Milwaukee Wisconsin
HOLX 1262649600 2010 01 05 1495 1494 1480 1497 221180000 HOLX, Hologic, Marlborough Massachusetts
HON 1262649600 2010 01 05 4015 4043 4009 4045 647920000 HON, Honeywell Int'l Inc., Morristown New Jersey
HP 1262649600 2010 01 05 4199 4443 4186 4445 303940000 HP, Helmerich & Payne, Tulsa Oklahoma[5]
HPQ 1262649600 2010 01 05 5213 5266 5209 5273 2883050000 HPQ, HP Inc., Palo Alto California
HRB 1262649600 2010 01 05 2275 2234 2140 2284 833890000 HRB, Block H&R, Kansas City Missouri
HRL 1262649600 2010 01 05 3831 3847 3802 3849 185440000 HRL, Hormel Foods Corp., Austin Minnesota
HRS 1262649600 2010 01 05 4834 4800 4743 4850 89210000 HRS, Harris Corporation, Melbourne Florida
HSIC 1262649600 2010 01 05 5343 5327 5322 5373 50950000 HSIC, Henry Schein, Melville New York
HST 1262649600 2010 01 05 1185 1209 1178 1211 607060000 HST, Host Hotels & Resorts, Bethesda Maryland
HSY 1262649600 2010 01 05 3624 3716 3600 3790 382890000 HSY, The Hershey Company, Hershey Pennsylvania
HUM 1262649600 2010 01 05 4579 4566 4527 4616 186070000 HUM, Humana Inc., Louisville Kentucky
IBM 1262649600 2010 01 05 13167 13085 13010 13185 684140000 IBM, International Business Machines, Armonk New York
ICE 1262649600 2010 01 05 11199 10862 10774 11201 780400000 ICE, Intercontinental Exchange, Atlanta Georgia
IDXX 1262649600 2010 01 05 5375 5416 5354 5416 22360000 IDXX, IDEXX Laboratories, Westbrook Maine
IFF 1262649600 2010 01 05 4186 4170 4143 4193 34890000 IFF, Intl Flavors & Fragrances, New York New York
ILMN 1262649600 2010 01 05 3037 3035 2976 3050 303970000 ILMN, Illumina Inc, San Diego California
INTC 1262649600 2010 01 05 2094 2087 2060 2099 5235770000 INTC, Intel Corp., Santa Clara California
INTU 1262649600 2010 01 05 3076 3080 3041 3090 314210000 INTU, Intuit Inc., Mountain View California
IP 1262649600 2010 01 05 2717 2814 2701 2845 524950000 IP, International Paper, Memphis Tennessee
IPG 1262649600 2010 01 05 754 745 741 754 613470000 IPG, Interpublic Group, New York New York
IR 1262649600 2010 01 05 3610 3588 3563 3625 252270000 IR, Ingersoll-Rand PLC, Dublin Ireland
IRM 1262649600 2010 01 05 2283 2295 2270 2303 112020000 IRM, Iron Mountain Incorporated, Boston Massachusetts
ISRG 1262649600 2010 01 05 30801 30738 30400 30992 41010000 ISRG, Intuitive Surgical Inc., Sunnyvale California
ITW 1262649600 2010 01 05 4843 4843 4808 4858 224770000 ITW, Illinois Tool Works, Glenview Illinois
IVZ 1262649600 2010 01 05 2330 2346 2323 2354 271140000 IVZ, Invesco Ltd., Atlanta Georgia
JBHT 1262649600 2010 01 05 3304 3315 3245 3315 218690000 JBHT, J. B. Hunt Transport Services, Lowell Arkansas
JCI 1262649600 2010 01 05 3621 3609 3587 3640 492570000 JCI, Johnson Controls International, Cork Ireland
JEC 1262649600 2010 01 05 3845 3895 3822 3900 151030000 JEC, Jacobs Engineering Group, Pasadena California
JNJ 1262649600 2010 01 05 6458 6393 6382 6462 1067310000 JNJ, Johnson & Johnson, New Brunswick New Jersey
JNPR 1262649600 2010 01 05 2716 2675 2638 2729 955590000 JNPR, Juniper Networks, Sunnyvale California
JPM 1262649600 2010 01 05 4279 4368 4277 4384 4120830000 JPM, JPMorgan Chase & Co., New York New York
JWN 1262649600 2010 01 05 3777 3733 3720 3816 501230000 JWN, Nordstrom, Seattle Washington
K 1262649600 2010 01 05 5279 5295 5254 5298 147200000 K, Kellogg Co., Battle Creek Michigan
KEY 1262649600 2010 01 05 588 617 588 619 1666080000 KEY, KeyCorp, Cleveland Ohio
KIM 1262649600 2010 01 05 1358 1359 1341 1372 599620000 KIM, Kimco Realty, New Hyde Park New York
KLAC 1262649600 2010 01 05 3684 3650 3627 3693 213620000 KLAC, KLA-Tencor Corp., Milpitas California
KMB 1262649600 2010 01 05 6430 6431 6365 6462 246590000 KMB, Kimberly-Clark, Irving Texas
KMX 1262649600 2010 01 05 2403 2412 2360 2412 168930000 KMX, Carmax Inc, Richmond Virginia
KO 1262649600 2010 01 05 5684 5634 5613 5699 2317240000 KO, Coca Cola Company, Atlanta Georgia
KR 1262649600 2010 01 05 2050 2023 2017 2054 1990400000 KR, Kroger Co., Cincinnati Ohio
KSS 1262649600 2010 01 05 5388 5402 5349 5418 253960000 KSS, Kohl's Corp., Menomonee Falls Wisconsin
KSU 1262649600 2010 01 05 3363 3431 3350 3443 112930000 KSU, Kansas City Southern, Kansas City Missouri
L 1262649600 2010 01 05 3722 3738 3677 3741 197560000 L, Loews Corp., New York New York
LB 1262649600 2010 01 05 1923 1868 1853 1943 909750000 LB, L Brands Inc., Columbus Ohio
LEG 1262649600 2010 01 05 2052 2029 1970 2054 224210000 LEG, Leggett & Platt, Carthage Missouri
LEN 1262649600 2010 01 05 1295 1355 1272 1360 620510000 LEN, Lennar Corp., Miami Florida
LH 1262649600 2010 01 05 7605 7544 7534 7637 86460000 LH, Laboratory Corp. of America Holding, Burlington North Carolina
LKQ 1262649600 2010 01 05 1962 1982 1948 1982 70920000 LKQ, LKQ Corporation, Chicago Illinois
LLL 1262649600 2010 01 05 8800 8737 8713 8823 112960000 LLL, L-3 Communications Holdings, New York New York
LLTC 1262649600 2010 01 05 3101 3095 3070 3112 344930000 LLTC, Linear Technology Corp., Milpitas California
LLY 1262649600 2010 01 05 3590 3518 3493 3590 751710000 LLY, Lilly (Eli) & Co., Indianapolis Indiana
LMT 1262649600 2010 01 05 7662 7765 7655 7779 235650000 LMT, Lockheed Martin Corp., Bethesda Maryland
LNC 1262649600 2010 01 05 2579 2642 2571 2661 483920000 LNC, Lincoln National, Radnor Pennsylvania
LNT 1262649600 2010 01 05 3037 3105 3030 3111 368460000 LNT, Alliant Energy Corp, Madison Wisconsin
LOW 1262649600 2010 01 05 2312 2292 2274 2312 1442840000 LOW, Lowe's Cos., Mooresville North Carolina
LRCX 1262649600 2010 01 05 3979 3961 3909 3979 146330000 LRCX, Lam Research, Fremont California
LUK 1262649600 2010 01 05 2466 2514 2466 2516 74960000 LUK, Leucadia National Corp., New York New York
LUV 1262649600 2010 01 05 1125 1177 1120 1179 1335510000 LUV, Southwest Airlines, Dallas Texas
LVLT 1262649600 2010 01 05 163 165 160 166 1153830000 LVLT, Level 3 Communications, Broomfield Colorado
M 1262649600 2010 01 05 1702 1686 1679 1720 993130000 M, Macy's Inc., Cincinnati Ohio
MA 1262649600 2010 01 05 25784 25607 25305 25795 1290600000 MA, Mastercard Inc., Harrison New York
MAA 1262649600 2010 01 05 4809 4815 4770 4836 36990000 MAA, Mid-America Apartments, Memphis Tennessee
MAC 1262649600 2010 01 05 3452 3443 3408 3475 270100000 MAC, Macerich, Santa Monica California
MAR 1262649600 2010 01 05 2757 2779 2737 2791 262780000 MAR, Marriott Int'l.,  Resorts & Cruise LinesBethesda
MAS 1262649600 2010 01 05 1420 1442 1412 1443 325870000 MAS, Masco Corp., Taylor Michigan
MAT 1262649600 2010 01 05 1989 1957 1932 2005 520610000 MAT, Mattel Inc., El Segundo California
MCD 1262649600 2010 01 05 6266 6229 6218 6275 709900000 MCD, McDonald's Corp., Oak Brook Illinois
MCHP 1262649600 2010 01 05 2921 2871 2862 2930 779550000 MCHP, Microchip Technology, Chandler Arizona
MCK 1262649600 2010 01 05 6331 6359 6324 6363 213320000 MCK, McKesson Corp., San Francisco California
MCO 1262649600 2010 01 05 2716 2699 2668 2729 198240000 MCO, Moody's Corp, New York New York
MDLZ 1262649600 2010 01 05 2832 2877 2801 2880 3715280000 MDLZ, Mondelez International, Northfield Illinois
MDT 1262649600 2010 01 05 4400 4479 4375 4481 656860000 MDT, Medtronic plc, Dublin Ireland
MET 1262649600 2010 01 05 3608 3713 3600 3722 560430000 MET, MetLife Inc., New York New York
MHK 1262649600 2010 01 05 4825 4811 4741 4838 62180000 MHK, Mohawk Industries, Amsterdam New York
MJN 1262649600 2010 01 05 4504 4461 4415 4527 597090000 MJN, Mead Johnson, Glenview Illinois
